carat,cut,color,clarity,price,x
1.0,Premium,F,VS2,5606,6.38
1.61,Ideal,G,VS2,13553,7.52
0.31,Premium,H,VS1,698,4.32
0.7,Premium,F,VVS2,3018,5.68
0.37,Premium,F,VS2,894,4.67
2.01,Premium,J,SI1,13219,8.07
0.33,Ideal,E,VS2,723,4.43
0.9,Fair,D,SI2,3473,6.03
0.32,Very Good,D,SI1,589,4.34
1.53,Premium,F,VS2,14483,7.62
1.58,Premium,F,SI2,9290,7.42
0.3,Ideal,D,VVS1,1094,4.32
0.57,Very Good,I,SI1,1173,5.31
1.19,Ideal,E,SI2,5497,6.8
0.71,Ideal,E,SI2,2398,5.74
2.09,Very Good,H,SI2,12295,8.21
0.57,Ideal,G,VVS1,2217,5.31
0.41,Ideal,E,VVS2,1187,4.76
0.31,Very Good,E,VS1,636,4.32
0.74,Ideal,G,SI2,2690,5.8
0.3,Premium,I,VS1,608,4.31
0.91,Good,G,SI2,3610,6.14
0.33,Premium,D,SI1,780,4.49
1.03,Ideal,G,SI1,5147,6.54
0.9,Very Good,H,SI1,3643,6.13
0.52,Premium,E,VVS2,2970,5.23
0.9,Premium,F,SI1,4158,6.29
1.06,Very Good,E,VVS2,9680,6.46
1.04,Ideal,E,SI1,5528,6.48
0.42,Very Good,E,VVS2,1167,4.79
0.3,Ideal,E,VS2,658,4.3
0.7,Very Good,G,SI1,2074,5.7
0.32,Premium,E,VVS1,1044,4.45
0.56,Ideal,E,VS2,1819,5.28
0.51,Ideal,I,SI1,1080,5.12
1.02,Premium,H,VS2,5454,6.43
0.71,Good,G,VVS1,3072,5.64
1.07,Very Good,I,VS2,4873,6.5
0.34,Ideal,F,VS2,686,4.46
0.35,Good,D,SI1,601,4.5
1.01,Very Good,G,SI1,5497,6.35
0.23,Very Good,E,VVS2,530,3.89
1.52,Ideal,I,SI1,9067,7.38
1.11,Ideal,D,VVS1,14584,6.63
0.97,Ideal,D,SI1,5028,6.24
1.03,Ideal,F,VS2,6809,6.49
0.96,Very Good,F,SI1,4755,6.24
0.33,Premium,E,VS2,723,4.45
1.52,Ideal,I,VS2,9176,7.41
0.31,Ideal,G,IF,891,4.35
0.3,Ideal,G,IF,863,4.34
0.7,Very Good,D,SI1,2509,5.62
0.5,Premium,F,SI1,1250,5.07
0.42,Good,I,VVS1,867,4.88
0.47,Ideal,E,VS1,1400,5.01
0.91,Good,E,I1,2342,6.35
2.17,Very Good,I,SI1,15760,8.24
0.35,Ideal,F,VVS1,945,4.51
1.08,Ideal,F,VS2,7917,6.6
0.26,Very Good,E,VVS2,554,4.15
0.33,Ideal,G,VS1,666,4.42
0.43,Ideal,J,VS1,703,4.8
0.32,Ideal,D,VS1,706,4.44
1.32,Very Good,H,SI1,5717,6.88
1.01,Ideal,G,VS2,6239,6.43
1.35,Premium,F,VS2,10962,7.06
1.22,Good,J,SI1,4612,6.77
0.55,Premium,I,VS2,1314,5.35
0.6,Very Good,E,VS1,2112,5.43
2.01,Premium,I,SI2,9658,8.04
1.19,Premium,D,SI2,4168,6.93
1.27,Premium,I,VS1,6611,7.08
0.32,Good,H,VS2,505,4.33
0.76,Very Good,G,VS2,3170,5.84
0.33,Ideal,E,VS1,1002,4.54
0.32,Ideal,G,VS2,673,4.36
0.3,Very Good,E,VVS2,743,4.26
0.43,Very Good,I,SI2,691,4.86
1.1,Premium,H,SI1,5056,6.72
1.17,Ideal,G,VS1,8639,6.76
1.37,Premium,H,VS1,8424,7.17
0.39,Ideal,E,SI1,628,4.74
1.06,Ideal,H,SI2,4452,6.57
1.21,Very Good,J,VS2,5211,6.85
0.8,Very Good,F,SI2,2772,6.01
0.25,Ideal,F,SI1,430,4.11
0.42,Ideal,G,VVS1,1235,4.83
0.23,Very Good,F,VVS2,505,3.97
0.53,Good,G,SI1,1363,5.18
1.5,Premium,J,SI2,6750,7.36
0.32,Ideal,G,SI2,450,4.4
1.41,Good,H,VS2,9088,7.04
0.5,Ideal,I,SI1,1031,5.18
0.72,Premium,J,VS2,1944,5.85
0.32,Ideal,H,VVS2,628,4.41
0.34,Good,I,SI1,447,4.43
1.55,Ideal,H,SI2,8678,7.39
0.9,Ideal,D,VS2,5897,6.14
0.71,Premium,F,SI2,2343,5.68
0.72,Ideal,F,VVS1,4362,5.78
1.27,Ideal,H,VS2,7937,6.88
0.5,Ideal,G,VS2,1400,5.11
0.4,Ideal,G,SI2,654,4.75
1.01,Ideal,F,VS2,7411,6.43
1.2,Very Good,I,SI1,5211,6.73
0.28,Very Good,E,VS1,487,4.27
0.34,Ideal,E,VS2,745,4.48
0.51,Ideal,F,VS2,1562,5.17
0.71,Very Good,F,VS2,2588,5.65
0.62,Very Good,F,SI2,1348,5.39
0.3,Ideal,D,SI2,447,4.37
0.41,Premium,E,VS1,964,4.77
1.54,Very Good,F,SI2,8893,7.36
1.62,Good,H,VS2,12429,7.48
1.04,Ideal,H,VS2,5416,6.64
1.12,Premium,H,SI1,4719,6.72
1.11,Ideal,I,VS1,6758,6.67
1.01,Ideal,F,SI2,4017,6.43
0.4,Ideal,G,VVS1,1200,4.76
0.4,Premium,J,IF,1063,4.7
0.51,Ideal,J,SI2,885,5.1
1.07,Ideal,I,VVS1,6685,6.56
1.63,Ideal,G,VS1,16241,7.58
0.51,Ideal,E,VS1,1759,5.16
1.12,Ideal,H,SI1,5291,6.7
0.5,Premium,F,VVS2,1814,5.2
0.33,Ideal,E,VVS1,1052,4.5
0.48,Ideal,G,SI1,1145,5.06
1.31,Premium,J,SI1,4475,7.11
0.39,Premium,F,VVS1,1232,4.73
0.29,Very Good,H,VVS2,541,4.27
1.57,Very Good,J,VS2,7832,7.53
0.5,Ideal,I,VS2,1220,5.11
0.53,Ideal,G,VS2,1615,5.23
0.31,Premium,F,VS2,802,4.41
0.5,Very Good,G,VVS2,2260,5.18
0.32,Ideal,F,VVS2,786,4.41
1.7,Premium,H,VVS2,10337,7.66
0.41,Ideal,H,VVS1,1115,4.79
0.32,Ideal,G,VS2,561,4.4
0.41,Very Good,F,SI1,852,4.75
0.6,Fair,F,SI1,1367,5.67
1.82,Premium,I,VS1,13813,7.8
0.4,Premium,E,IF,1580,4.77
1.1,Ideal,H,SI1,6844,6.61
0.82,Ideal,E,SI2,3131,5.94
0.23,Very Good,E,VVS2,505,3.97
0.32,Premium,G,VS2,561,4.42
1.69,Premium,F,SI2,9275,7.65
0.7,Fair,G,VS1,2553,5.89
0.4,Good,H,SI1,667,4.69
0.71,Good,H,VVS2,2738,5.69
1.03,Ideal,J,SI2,4054,6.44
0.36,Premium,J,SI1,527,4.58
0.41,Premium,D,VVS2,1295,4.72
1.27,Good,I,VS2,5923,6.82
1.01,Fair,G,VS2,5538,6.26
0.54,Ideal,F,VVS1,2951,5.27
0.3,Premium,H,VS2,608,4.3
0.4,Ideal,D,VVS2,1263,4.74
1.32,Ideal,I,VVS1,8501,7.09
0.51,Very Good,H,VS1,1628,5.1
0.4,Premium,F,VS2,842,4.71
0.52,Ideal,G,VVS2,1878,5.2
1.24,Ideal,I,SI1,5797,6.84
0.4,Very Good,E,VVS2,1184,4.8
1.01,Ideal,D,VS2,8279,6.42
2.04,Premium,I,SI2,14605,8.3
0.9,Fair,H,VS2,3697,5.98
1.14,Ideal,G,VVS2,9013,6.74
0.32,Ideal,D,VVS1,1140,4.44
0.41,Premium,G,VS2,1061,4.77
1.7,Ideal,F,VS2,17360,7.65
1.0,Ideal,E,VS2,6720,6.42
1.62,Premium,F,VS2,14826,7.56
1.02,Ideal,I,SI1,4738,6.44
2.05,Premium,I,SI1,16611,8.22
1.31,Ideal,G,VS1,10556,7.06
0.52,Good,F,VS1,1841,5.1
1.4,Premium,D,VS1,13730,7.17
0.3,Ideal,H,IF,764,4.34
0.6,Ideal,D,VVS2,3382,5.41
0.31,Premium,G,VS2,544,4.31
0.51,Very Good,D,VS2,1716,5.08
0.52,Ideal,E,SI1,1389,5.1
0.54,Ideal,F,VVS2,2231,5.28
1.53,Premium,G,VS1,14344,7.43
0.31,Premium,D,SI1,684,4.39
0.3,Ideal,E,SI1,499,4.31
0.7,Fair,E,VS2,2697,5.77
1.24,Ideal,D,VS1,12417,6.92
0.57,Ideal,G,VS1,1972,5.34
2.01,Good,I,SI2,12964,8.09
0.34,Ideal,G,VS2,596,4.46
0.55,Ideal,E,SI1,1668,5.26
0.7,Ideal,H,SI1,1919,5.73
0.54,Ideal,I,VS1,1216,5.26
0.71,Ideal,F,VS2,3123,5.7
0.38,Ideal,E,VVS2,1100,4.67
0.54,Premium,H,SI1,1240,5.27
1.0,Fair,I,VS2,3265,6.25
0.41,Premium,I,VVS2,1061,4.73
1.0,Very Good,H,SI1,4469,6.37
0.3,Very Good,H,VS1,526,4.21
0.53,Very Good,D,VS2,1682,5.14
0.77,Ideal,G,SI2,2275,5.94
0.7,Ideal,G,VS2,3172,5.65
1.18,Premium,I,SI2,4639,6.79
0.92,Premium,H,SI1,3624,6.19
0.3,Very Good,F,SI1,500,4.24
0.71,Ideal,G,SI1,2233,5.72
0.78,Ideal,F,SI2,2365,5.99
0.5,Very Good,E,SI1,1354,5.09
0.32,Ideal,D,VS2,972,4.38
0.54,Premium,E,VS2,1760,5.32
0.35,Premium,E,VS2,767,4.54
0.26,Good,F,VVS1,564,4.05
0.37,Ideal,E,SI1,606,4.6
0.39,Premium,E,VVS1,1362,4.73
1.06,Ideal,I,SI1,4630,6.64
0.56,Ideal,F,VVS2,2119,5.33
1.7,Premium,G,VS2,15941,7.72
0.38,Ideal,G,VVS2,873,4.7
1.01,Ideal,G,SI1,5141,6.46
0.91,Fair,F,VS2,3837,5.95
1.11,Very Good,E,SI2,4177,6.65
0.91,Good,I,SI1,2700,6.05
1.0,Fair,E,VS2,6268,6.57
0.4,Ideal,H,VS1,792,4.75
0.7,Premium,F,SI2,2373,5.66
0.41,Ideal,E,SI1,969,4.77
2.0,Premium,H,SI1,18371,7.98
1.3,Ideal,G,VS1,6928,7.03
0.38,Premium,D,VVS1,1400,4.7
0.54,Ideal,F,SI2,1173,5.24
0.52,Premium,F,SI2,1073,5.11
1.12,Premium,G,SI1,5329,6.79
0.41,Premium,G,SI1,719,4.76
0.53,Ideal,G,VS2,1577,5.19
0.5,Ideal,E,VS2,1655,5.1
0.54,Very Good,G,SI2,1083,5.27
0.9,Very Good,G,SI2,3787,6.05
1.03,Ideal,F,VS2,7550,6.64
1.0,Ideal,H,SI2,4163,6.32
1.14,Very Good,I,SI1,4840,6.66
0.3,Premium,G,VVS2,819,4.34
2.25,Premium,D,SI2,18007,8.54
0.37,Ideal,F,VVS1,931,4.59
0.35,Premium,F,VS1,984,4.59
1.39,Ideal,F,VS2,12744,7.19
1.51,Premium,G,VS2,12068,7.4
0.54,Ideal,F,VS2,1615,5.27
0.52,Ideal,H,VS2,1573,5.19
0.33,Ideal,D,VS2,822,4.5
1.04,Ideal,G,VS2,6773,6.49
0.98,Good,H,SI2,2898,6.51
1.21,Very Good,E,VS1,10430,6.89
0.75,Ideal,F,SI1,2744,5.82
0.91,Very Good,E,SI1,4512,6.1
0.56,Premium,H,VS1,1653,5.36
0.55,Very Good,E,VS2,1629,5.2
1.14,Ideal,F,I1,3755,6.67
0.36,Premium,E,VS2,1013,4.57
0.71,Ideal,F,VS1,2920,5.71
0.91,Ideal,E,SI1,4132,6.23
0.3,Very Good,D,VVS2,2366,4.33
1.53,Ideal,F,SI1,12109,7.39
1.0,Ideal,E,VS2,6261,6.42
0.31,Very Good,G,VS1,802,4.32
0.91,Premium,H,VS2,4201,6.18
1.14,Very Good,G,SI2,4935,6.79
1.01,Ideal,D,VS2,8119,6.4
1.53,Ideal,E,SI1,10836,7.33
0.75,Very Good,D,SI1,3046,5.89
1.03,Very Good,G,VS1,6539,6.42
0.4,Very Good,G,SI2,765,4.7
0.91,Ideal,F,SI2,3746,6.22
1.64,Very Good,E,SI1,12779,7.51
0.32,Ideal,F,VS2,602,4.37
1.02,Very Good,F,VS2,6632,6.56
0.36,Premium,E,SI2,605,4.56
1.03,Premium,D,SI2,4764,6.5
1.69,Premium,I,VS2,10600,7.66
1.11,Ideal,H,SI2,4578,6.61
0.31,Ideal,D,VS2,734,4.35
0.71,Premium,E,VS2,2735,5.81
0.42,Ideal,G,VS2,1087,4.83
0.31,Good,F,VS2,749,4.31
0.37,Premium,G,SI1,708,4.7
0.7,Ideal,E,SI1,2614,5.76
0.5,Good,G,VVS2,1991,4.97
0.91,Ideal,E,SI1,5252,6.26
0.75,Fair,F,SI1,2700,5.7
0.26,Ideal,H,SI1,397,4.1
1.51,Very Good,J,SI1,7637,7.22
0.31,Ideal,E,VS2,680,4.37
2.18,Premium,J,SI2,12970,8.25
1.05,Very Good,H,SI1,5047,6.52
0.91,Very Good,F,SI1,3936,6.19
0.9,Good,G,VS1,3977,6.01
1.71,Premium,H,VVS2,14731,7.67
1.13,Very Good,F,VVS2,9539,6.82
0.43,Premium,F,SI1,1016,4.84
0.81,Ideal,H,IF,4111,5.98
0.55,Ideal,E,VS1,2001,5.24
0.86,Ideal,E,SI2,3478,6.22
0.31,Good,G,VS2,544,4.29
1.25,Very Good,G,SI2,6399,6.97
0.3,Good,I,SI1,506,4.3
1.14,Premium,G,SI1,5650,6.69
0.4,Premium,E,SI2,855,4.74
0.3,Ideal,I,VS2,438,4.3
0.53,Ideal,F,SI2,1078,5.19
0.32,Premium,H,VVS1,936,4.43
0.71,Premium,H,SI2,2231,5.71
0.3,Ideal,G,VVS2,665,4.32
0.96,Very Good,G,SI1,4136,6.26
1.01,Good,F,SI1,4632,6.52
0.31,Very Good,E,IF,987,4.45
0.97,Premium,G,SI1,4400,6.24
2.01,Very Good,E,SI2,17118,8.11
1.12,Premium,H,SI2,4620,6.66
1.32,Ideal,G,VS2,9580,7.13
0.52,Very Good,I,VS1,1262,5.16
1.24,Ideal,D,VVS2,14737,6.88
0.92,Premium,F,SI1,3910,6.26
0.52,Very Good,G,VS2,1577,5.12
1.54,Ideal,F,SI1,12195,7.44
0.71,Very Good,D,VS2,3045,5.67
0.61,Premium,G,VS1,2192,5.43
1.3,Ideal,H,VVS2,8954,7.07
1.52,Premium,H,VS1,11621,7.44
0.9,Premium,D,VS2,4586,6.13
1.61,Ideal,I,SI1,9439,7.48
1.5,Premium,F,VS1,14918,7.31
0.85,Ideal,E,VS2,3924,6.19
1.06,Ideal,H,SI2,4402,6.52
0.55,Ideal,F,SI2,1256,5.29
1.32,Premium,E,I1,5027,7.05
0.4,Good,D,SI2,622,4.7
0.42,Ideal,G,VS2,1087,4.85
0.32,Ideal,J,VS2,413,4.36
0.64,Very Good,H,VVS2,2060,5.59
1.01,Premium,F,SI2,4197,6.4
0.31,Premium,J,VS1,523,4.33
0.3,Ideal,E,VS2,658,4.29
0.53,Ideal,H,VVS1,1781,5.24
1.25,Ideal,G,VVS2,10636,6.92
0.72,Ideal,D,SI2,2514,5.76
0.43,Ideal,E,SI1,803,4.87
0.41,Good,I,VS1,755,4.67
1.07,Premium,I,SI1,4126,6.62
0.41,Good,F,SI1,685,4.69
1.01,Very Good,H,SI1,4855,6.38
1.0,Good,G,SI1,4466,6.32
1.0,Very Good,H,SI1,4830,6.32
1.1,Premium,I,SI1,4312,6.73
0.5,Very Good,F,VS1,1692,5.08
0.32,Ideal,G,IF,1020,4.41
0.59,Ideal,E,VS2,1941,5.47
1.0,Very Good,F,SI2,3789,6.32
1.24,Ideal,J,VS2,5412,6.91
0.9,Premium,G,SI1,3774,6.11
0.71,Premium,F,VS2,2801,5.7
1.34,Premium,G,VS2,9293,7.07
0.9,Very Good,G,SI2,3398,6.15
0.31,Ideal,E,SI1,544,4.35
1.0,Ideal,G,SI2,3528,6.51
0.32,Ideal,E,VVS2,843,4.41
1.19,Ideal,F,VS2,8415,6.78
1.51,Very Good,G,VS2,12756,7.47
1.01,Very Good,E,VS2,6480,6.34
1.08,Very Good,E,SI2,3726,6.53
0.28,Ideal,F,VVS2,642,4.22
1.0,Premium,F,SI1,5292,6.37
1.08,Ideal,G,SI1,5439,6.6
0.41,Premium,F,SI2,604,4.87
0.37,Premium,G,VS1,957,4.61
0.37,Premium,E,VS2,811,4.59
1.0,Very Good,H,SI1,4389,6.34
1.2,Ideal,G,VVS2,9785,6.75
1.06,Ideal,I,VS2,4449,6.51
0.41,Very Good,E,VS1,931,4.72
0.31,Ideal,E,SI1,698,4.32
1.54,Premium,H,VS2,11769,7.33
1.31,Ideal,I,VS1,6617,7.01
0.59,Very Good,G,VS1,1942,5.46
0.73,Ideal,F,SI2,2255,5.79
0.41,Premium,F,VVS2,1192,4.82
0.27,Premium,F,IF,820,4.21
0.91,Very Good,H,SI1,3082,6.18
0.4,Ideal,E,VVS1,1333,4.7
0.31,Ideal,I,SI1,537,4.37
0.3,Ideal,F,SI1,475,4.31
0.31,Ideal,F,VS1,695,4.37
0.4,Premium,H,VVS1,1017,4.69
1.5,Good,G,VS1,13720,7.21
1.21,Fair,H,SI1,3862,6.49
0.35,Ideal,G,VS1,906,4.55
0.9,Fair,D,SI1,4796,6.12
1.09,Ideal,G,VS1,7487,6.57
1.52,Very Good,J,SI1,7759,7.45
0.74,Premium,H,VS2,2532,5.83
2.03,Ideal,H,SI1,17864,8.18
0.23,Ideal,F,VS1,548,3.96
1.01,Premium,G,SI2,4327,6.41
0.57,Ideal,E,SI2,1244,5.34
1.51,Very Good,F,SI2,9471,7.29
0.3,Ideal,E,VVS2,812,4.33
0.34,Ideal,D,I1,530,4.49
0.7,Very Good,D,VS2,3092,5.7
0.55,Premium,I,VVS1,1712,5.3
1.01,Premium,E,I1,3394,6.57
0.51,Very Good,H,VS1,1437,5.09
1.04,Ideal,D,IF,14494,6.49
1.5,Premium,G,SI2,5460,7.39
2.0,Fair,H,I1,5914,7.6
0.91,Fair,H,SI1,3180,6.12
0.52,Very Good,E,SI2,1120,5.12
0.46,Premium,D,VS2,1388,4.97
1.07,Very Good,J,VVS2,5661,6.57
1.54,Very Good,I,VS2,8656,7.32
0.36,Premium,E,VS1,1094,4.67
1.11,Ideal,E,SI1,6291,6.66
1.0,Ideal,I,VS2,4841,6.41
0.81,Very Good,I,VS1,2950,5.9
1.6,Very Good,I,VS2,10497,7.55
0.32,Very Good,F,SI2,421,4.37
0.41,Very Good,E,SI1,755,4.73
1.18,Premium,G,VVS2,9188,6.92
0.42,Ideal,G,VS1,921,4.78
0.59,Very Good,E,VS2,1838,5.46
0.35,Very Good,E,VS2,767,4.46
0.42,Very Good,D,SI1,735,4.77
0.31,Ideal,G,VVS2,687,4.36
1.55,Premium,F,VS1,15801,7.45
0.91,Ideal,F,SI2,3763,6.26
1.02,Very Good,H,VS1,5598,6.34
0.71,Ideal,H,SI2,1800,5.75
1.2,Premium,H,VS2,6666,6.75
0.31,Ideal,H,VVS2,802,4.37
1.62,Ideal,F,SI1,12828,7.5
0.61,Premium,H,VS1,1793,5.53
1.04,Ideal,F,VS1,7015,6.51
1.11,Premium,H,SI2,4212,6.61
1.01,Very Good,E,VS2,6488,6.37
1.01,Premium,F,SI2,3717,6.46
0.32,Ideal,G,VS2,561,4.39
0.83,Ideal,G,SI1,2800,5.99
0.61,Ideal,D,SI1,1904,5.46
0.5,Very Good,D,VS2,1758,5.1
1.61,Ideal,G,SI1,11192,7.57
0.3,Very Good,G,VVS2,878,4.34
1.09,Ideal,G,VVS1,8778,6.58
0.4,Very Good,G,VS1,822,4.69
1.08,Very Good,G,VS2,6415,6.5
0.7,Premium,F,SI1,2196,5.68
1.12,Premium,G,IF,9440,6.67
0.32,Ideal,F,VVS2,741,4.4
0.34,Ideal,F,VVS1,919,4.52
0.35,Premium,D,SI1,827,4.59
0.37,Good,G,SI2,487,4.58
1.58,Premium,D,SI2,10934,7.67
1.01,Very Good,F,VS2,6159,6.4
0.3,Premium,G,VVS2,878,4.27
1.07,Very Good,F,IF,11019,6.64
0.31,Premium,E,VS2,872,4.35
2.01,Ideal,H,SI1,18295,8.12
1.02,Premium,D,SI2,4381,6.59
1.02,Ideal,F,VS2,6509,6.42
0.41,Premium,H,SI1,876,4.8
0.7,Ideal,F,VS1,3319,5.73
0.43,Very Good,H,SI1,716,4.8
0.33,Ideal,G,VS1,666,4.43
2.01,Premium,I,VS2,16778,8.04
0.58,Premium,F,SI2,1226,5.34
1.0,Ideal,G,VVS2,7403,6.37
0.56,Ideal,I,VVS1,1605,5.31
0.42,Premium,G,VVS1,1179,4.85
1.01,Premium,G,VVS2,7964,6.45
0.5,Ideal,E,VS2,1676,5.1
0.56,Very Good,F,VS1,1712,5.3
0.55,Ideal,I,VVS1,1593,5.17
1.0,Premium,G,SI1,3568,6.47
0.9,Good,G,SI2,3303,6.02
1.09,Very Good,I,VS2,4959,6.57
1.5,Good,H,SI1,9336,7.28
1.1,Very Good,D,VVS2,11132,6.64
1.06,Premium,F,VS2,6673,6.58
2.02,Very Good,H,SI2,15064,7.97
1.02,Ideal,G,I1,3459,6.47
0.3,Very Good,G,SI2,506,4.28
1.12,Very Good,I,VS1,5036,6.82
1.51,Very Good,I,VS1,9513,7.34
1.14,Premium,H,SI2,3830,6.72
0.31,Very Good,G,SI2,523,4.34
0.3,Good,E,VVS1,702,4.28
2.42,Premium,I,VS1,17262,8.8
0.72,Very Good,H,SI2,1953,5.75
0.32,Very Good,F,VS2,602,4.33
0.33,Premium,I,VVS2,743,4.48
0.8,Ideal,G,VVS2,4740,5.95
0.41,Ideal,D,VS2,1076,4.81
1.11,Premium,H,VS2,5450,6.64
0.5,Very Good,E,VS2,1446,4.99
0.4,Premium,F,VVS2,1163,4.7
0.25,Very Good,G,VVS1,525,4.03
1.12,Premium,G,SI2,4158,6.69
0.7,Fair,G,SI1,2016,5.65
0.33,Ideal,G,VVS1,802,4.5
0.3,Premium,G,SI2,506,4.47
2.04,Premium,E,SI2,17379,8.35
2.05,Premium,G,SI1,15291,8.2
0.4,Ideal,E,VVS1,1333,4.7
0.32,Ideal,F,VS2,828,4.38
0.34,Ideal,F,VS1,956,4.53
0.33,Premium,F,SI1,705,4.45
0.3,Premium,D,SI1,552,4.28
0.51,Premium,E,VS2,1567,5.18
1.0,Good,F,VS2,6183,6.3
1.56,Very Good,H,VVS2,12098,7.3
0.71,Very Good,F,SI1,2345,5.59
0.8,Very Good,H,VS2,2953,6.02
0.5,Very Good,I,SI1,1054,5.04
1.59,Very Good,G,SI1,10963,7.57
1.24,Very Good,E,VS1,10202,6.96
0.83,Premium,J,SI1,2022,6.17
0.71,Good,D,VS2,4289,5.7
0.56,Ideal,D,SI1,1814,5.36
1.21,Premium,I,SI2,4879,6.94
0.43,Ideal,E,VS2,1053,4.9
0.53,Ideal,G,VS1,1615,5.26
0.32,Ideal,G,VS1,828,4.4
1.0,Premium,E,SI2,4014,6.52
0.43,Very Good,F,VS2,905,4.81
0.33,Ideal,H,SI1,564,4.43
0.78,Premium,G,VS2,2803,6.03
2.0,Ideal,F,SI2,18172,8.08
0.32,Ideal,D,VS2,972,4.42
2.01,Ideal,G,SI1,17492,8.23
0.26,Very Good,E,VS2,453,4.18
1.02,Very Good,E,VS2,6752,6.37
1.01,Very Good,G,VS2,5919,6.56
1.38,Ideal,F,VVS1,15968,7.04
0.44,Ideal,E,VVS1,1868,4.92
1.01,Very Good,F,SI2,4299,6.39
1.25,Very Good,H,VS2,7305,6.91
0.42,Premium,G,VS2,1087,4.82
0.7,Premium,D,IF,5027,5.75
1.02,Premium,F,VS2,6333,6.44
2.01,Ideal,I,SI1,15116,8.12
0.33,Very Good,E,SI1,743,4.4
1.14,Ideal,J,VS1,5392,6.7
0.51,Good,E,SI1,1241,5.13
1.75,Good,D,SI1,12918,7.63
0.41,Ideal,E,VVS2,1243,4.77
0.32,Ideal,H,VVS1,708,4.41
0.41,Ideal,D,SI1,791,4.73
1.68,Premium,I,SI1,10151,7.63
1.52,Premium,F,VS2,15792,7.42
1.01,Premium,G,VVS2,8016,6.45
0.51,Ideal,D,VS2,1787,5.15
0.23,Very Good,D,VVS2,485,3.86
0.4,Ideal,J,VS1,641,4.77
0.35,Ideal,E,IF,1197,4.53
1.6,Very Good,H,SI1,10078,7.45
1.14,Premium,F,SI1,6033,6.75
0.91,Premium,E,SI1,4138,6.17
1.0,Premium,D,VS1,8333,6.46
0.54,Ideal,D,VS2,1892,5.21
0.34,Ideal,E,SI1,637,4.54
0.9,Ideal,H,SI1,3629,6.16
1.53,Very Good,J,SI1,7730,7.43
0.31,Ideal,H,VS1,557,4.35
0.7,Good,I,SI1,2276,5.76
0.77,Ideal,F,SI2,2729,5.89
0.52,Fair,E,VVS2,2079,5.27
0.25,Very Good,E,VVS2,575,4.0
0.42,Premium,G,VS2,1087,4.81
0.36,Premium,F,VS1,789,4.57
0.31,Ideal,H,SI1,595,4.38
0.26,Ideal,E,VVS2,599,4.06
0.31,Very Good,G,VVS1,761,4.35
2.16,Premium,I,SI1,17934,8.54
0.54,Ideal,I,SI2,964,5.24
0.32,Very Good,G,VS2,561,4.33
1.02,Ideal,H,SI2,4225,6.56
1.54,Ideal,I,VS2,7848,7.51
0.31,Very Good,G,VS1,625,4.28
0.3,Premium,D,SI2,574,4.32
0.38,Very Good,E,VS2,866,4.67
0.42,Ideal,D,VVS2,1185,4.79
0.43,Very Good,D,SI1,774,4.85
0.33,Very Good,H,SI1,475,4.39
0.7,Ideal,G,IF,3949,5.72
0.73,Ideal,H,VS2,3164,5.83
0.52,Ideal,I,VVS1,1454,5.24
0.43,Ideal,I,VS1,1218,4.88
1.51,Ideal,J,SI1,8049,7.38
0.33,Premium,F,SI2,434,4.4
1.33,Premium,E,SI2,7090,7.03
0.39,Ideal,F,VVS2,988,4.7
0.32,Ideal,F,IF,929,4.4
0.33,Ideal,F,VS2,854,4.47
0.58,Good,D,SI2,1563,5.59
1.14,Premium,F,SI2,5008,6.79
0.58,Ideal,H,IF,2211,5.34
0.7,Good,D,VVS2,3312,5.61
0.23,Very Good,D,VS2,357,3.96
0.4,Very Good,I,SI1,765,4.69
0.58,Ideal,I,VVS1,1680,5.32
1.01,Very Good,E,VS2,6522,6.36
0.32,Good,D,SI2,477,4.36
1.2,Premium,H,SI2,5376,6.81
0.7,Ideal,F,VS2,3468,5.74
1.0,Premium,D,SI1,5880,6.52
1.31,Ideal,F,SI1,9331,7.04
0.71,Premium,E,SI1,2817,5.86
0.73,Good,H,VS1,2673,5.63
1.06,Very Good,F,SI2,4224,6.6
1.7,Very Good,I,SI1,10341,7.51
0.53,Good,E,SI1,1328,5.33
0.35,Ideal,G,IF,1001,4.57
1.04,Ideal,F,SI1,5495,6.51
0.34,Ideal,D,VVS1,1133,4.49
1.01,Premium,D,SI1,5543,6.51
0.7,Premium,G,SI1,2010,5.69
0.4,Very Good,F,IF,1261,4.68
0.3,Ideal,F,IF,873,4.3
0.33,Premium,G,VS2,743,4.46
0.9,Premium,F,SI2,3704,6.2
1.12,Good,E,SI1,5630,6.56
0.8,Premium,E,VS2,3494,5.91
0.42,Premium,E,VS2,1024,4.85
0.37,Premium,E,VS2,1041,4.71
0.32,Ideal,G,VS1,828,4.4
2.04,Premium,I,SI1,14775,8.42
0.5,Good,F,VS2,1565,5.13
0.32,Premium,H,VS2,648,4.5
0.6,Fair,G,SI1,1305,5.27
1.5,Ideal,G,SI1,11079,7.29
1.01,Good,D,SI2,4719,6.35
0.7,Premium,H,VS1,2333,5.65
0.36,Ideal,D,VS2,928,4.6
1.5,Good,I,VS1,9702,7.64
0.91,Good,H,VS1,4566,6.4
1.61,Premium,H,SI1,10942,7.51
1.06,Ideal,D,VS1,8893,6.53
1.72,Premium,H,SI1,9266,7.67
0.36,Very Good,H,VVS1,753,4.57
0.52,Ideal,E,VS2,1689,5.25
1.03,Premium,F,SI1,4579,6.52
0.54,Ideal,D,VS2,1817,5.23
